tabla;id_registro;id_cliente;estado;columna_den
tprofesiones;48;1;A;nomb_prof_tpr
tprofesiones;49;1;A;nomb_prof_tpr
tprofesiones;50;1;A;nomb_prof_tpr
tprofesiones;51;1;A;nomb_prof_tpr
tprofesiones;52;1;A;nomb_prof_tpr
tprofesiones;53;1;A;nomb_prof_tpr
tprofesiones;54;1;A;nomb_prof_tpr
tprofesiones;55;1;A;nomb_prof_tpr
tprofesiones;56;1;A;nomb_prof_tpr
tprofesiones;57;1;A;nomb_prof_tpr
tprofesiones;58;1;A;nomb_prof_tpr
tprofesiones;59;1;A;nomb_prof_tpr
tprofesiones;60;1;A;nomb_prof_tpr
tprofesiones;61;1;A;nomb_prof_tpr
tprofesiones;62;1;A;nomb_prof_tpr
tprofesiones;63;1;A;nomb_prof_tpr
tprofesiones;64;1;A;nomb_prof_tpr
tprofesiones;65;1;A;nomb_prof_tpr
tprofesiones;66;1;A;nomb_prof_tpr
tprofesiones;67;1;A;nomb_prof_tpr
tprofesiones;68;1;A;nomb_prof_tpr
tprofesiones;69;1;A;nomb_prof_tpr
tprofesiones;70;1;A;nomb_prof_tpr
tprofesiones;71;1;A;nomb_prof_tpr
tprofesiones;72;1;A;nomb_prof_tpr
tprofesiones;73;1;A;nomb_prof_tpr
tprofesiones;74;1;A;nomb_prof_tpr
tprofesiones;75;1;A;nomb_prof_tpr
tprofesiones;76;1;A;nomb_prof_tpr
tprofesiones;77;1;A;nomb_prof_tpr
tprofesiones;78;1;A;nomb_prof_tpr
tprofesiones;79;1;A;nomb_prof_tpr
tprofesiones;80;1;A;nomb_prof_tpr
tprofesiones;81;1;A;nomb_prof_tpr
tprofesiones;82;1;A;nomb_prof_tpr
tprofesiones;83;1;A;nomb_prof_tpr
tprofesiones;84;1;A;nomb_prof_tpr
tprofesiones;85;1;A;nomb_prof_tpr
tprofesiones;86;1;A;nomb_prof_tpr
